ord,emm,mun,yr,dextra,edon,inegi,ife,part,dmujer,incumbent,race.after,runnerup,part2nd,mg,ddied,drepe,drepg,dlegacy,who,prior.inc.part,inc.part.after,notes,source
212,bc-15.003,TECATE,2013,0,2,2003,2003,pri-pvem-pt-pes,0,CESAR RAFAEL MORENO GONZALEZ DE CASTILLA,Term-limited-p-won,PATRICIA RAMIREZ PINEDA,pan-prd-pna-pebc,0.074664301,0,0,0,,,incumbent out,incumbent out,,
213,bc-16.003,TECATE,2016,0,2,2003,2003,pri-pt-pvem-pna,1,NEREIDA FUENTES GONZALEZ,Out-p-won,LUCINA RODRIGUEZ MARTINEZ,pan,0.039578845,0,0,0,,,incumbent out,incumbent out,,
214,bc-17.003,TECATE,2019,0,2,2003,2003,pvem-pt-trans-morena,1,OLGA ZULEMA ADAMS PEREYRA,Out-p-won,LUCINA RODRIGUEZ MARTINEZ,pan,0.143739896,0,0,0,,,incumbent out,incumbent out,,
215,bc-18.003,TECATE,2021,0,2,2003,2003,morena,0,EDGAR DARIO BENITEZ RUIZ,Reran-beaten,JOSE ALFREDO FERREIRO VELAZCO,pes,0.050103713,0,,,,,incumbent out,2024,,
216,bc-19.003,TECATE,2024,0,2,2003,2003,pvem-morena-fxm,1,ROMAN COTA MUÑOZ,2027,EDGAR DARIO BENITEZ RUIZ,pes,0.6341,,,,,,,,,
233,bc-11.004,TIJUANA,2001,0,2,2004,2004,pan-pvem,0,JESUS GONZALEZ REYES,Term-limited-p-won,JAIME CLEOFAS MARTINEZ VELOZ,pri,0.094497608,0,0,0,,,incumbent out,incumbent out,,
234,bc-12.004,TIJUANA,2004,0,2,2004,2004,pri-pvem-pt-pebc,0,JORGE HANK RHON,Term-limited-p-lost,JORGE RAMOS HERNANDEZ,pan,0.016771972,0,0,0,,,incumbent out,incumbent out,,
235,bc-13.004,TIJUANA,2007,0,2,2004,2004,pan-pna-pes,0,JORGE RAMOS HERNANDEZ,Term-limited-p-lost,FERNANDO DEL MONTE,pri-pvem-pebc,0.012867298,0,0,0,,,incumbent out,incumbent out,,
236,bc-14.004,TIJUANA,2010,0,2,2004,2004,pri-pvem,0,CARLOS WALTERIO BUSTAMANTE ANCHONDO,Term-limited-p-won,CARLOS TORRES TORRES,pan-pna-pes,0.049542167,0,0,0,,,incumbent out,incumbent out,,
237,bc-15.004,TIJUANA,2013,0,2,2004,2004,pri-pvem-pt-pes,0,JORGE ENRIQUE ASTIAZARAN ORCI,Term-limited-p-lost,ALEJANDRO MONRAZ SUSTAITA,pan-prd-pna-pebc,0.06632866,0,0,0,,,incumbent out,incumbent out,,
238,bc-16.004,TIJUANA,2016,0,2,2004,2004,pan,0,JUAN MANUEL GASTELUM BUENROSTRO,Reran-beaten,JULIAN LEYZAOLA PEREZ,pes,0.010528602,0,0,0,,,incumbent out,pan,,
239,bc-17.004,TIJUANA,2019,0,2,2004,2004,pvem-pt-trans-morena,0,LUIS ARTURO GONZALEZ CRUZ,Out-p-won,JULIAN LEYZAOLA PEREZ,prd,0.075257727,0,0,0,,,pan,incumbent out,aspirante a gober 2021 de faccion jaime bonilla,
240,bc-18.004,TIJUANA,2021,0,2,2004,2004,pt-pvem-morena,1,MONSERRAT CABALLERO MARTINEZ,Out-p-won,JORGE RAMOS HERNANDEZ,pan-pri-prd,0.212771214,0,,,,,incumbent out,2024,sobrevivio atentado junio 2023,
241,bc-19.004,TIJUANA,2024,0,2,2004,2004,pvem-morena-fxm,0,ISMAEL BURGUEÑO RUIZ,2027,MARIA DEL CARMEN FLORES AVILA,pan,0.4682,,,,,,,,,
243,bc-11.005,PLAYAS DE ROSARITO,2001,0,2,2005,2005,pan-pvem,0,LUIS ENRIQUE DIAZ FELIX,Term-limited-p-won,OSCAR AVILA CORRUJEDO,conve-pas,0.143337367,0,0,0,,,incumbent out,incumbent out,,
244,bc-12.005,PLAYAS DE ROSARITO,2004,0,2,2005,2005,pan,0,JOSE ANTONIO MACIAS GARAY,Term-limited-p-lost,OSCAR AVILA CORRUJEDO,prd,0.155841744,0,0,0,,,incumbent out,incumbent out,,
245,bc-13.005,PLAYAS DE ROSARITO,2007,0,2,2005,2005,pri-pvem-pebc,0,HUGO EDUARDO TORRES CHABERT,Term-limited-p-won,IGNACIO GARCIA DWORAK,pan-pna-pes,0.231706863,0,0,0,,,incumbent out,incumbent out,,
246,bc-14.005,PLAYAS DE ROSARITO,2010,0,2,2005,2005,pri-pvem,0,JAVIER ROBLES AGUIRRE,Term-limited-p-lost,RAUL LEGGS VAZQUEZ,pan-pna-pes,0.137922244,0,0,0,,,incumbent out,incumbent out,,
247,bc-15.005,PLAYAS DE ROSARITO,2013,0,2,2005,2005,pan-prd-pna-pebc,0,SILVANO ABARCA MACKLIS,Term-limited-p-won,ENRIQUE ESQUIVEL HAROS,pri-pvem-pt-pes,0.158077716,0,1,1,,,incumbent out,incumbent out,,
248,bc-16.005,PLAYAS DE ROSARITO,2016,0,2,2005,2005,pan,1,MIRNA CECILIA RINCON VARGAS,Reran-beaten,LAURA LUISA TORRES RAMIREZ,pri-pt-pvem-pna,0.093882559,0,0,0,,,incumbent out,pan,,
249,bc-17.005,PLAYAS DE ROSARITO,2019,0,2,2005,2005,pvem-pt-trans-morena,1,HILDA ARACELY BROWN FIGUEREDO,Reelected,MARIA ANA MEDINA PEREZ,pan,0.175226913,0,0,0,0,,pan,morena,,
250,bc-18.005,PLAYAS DE ROSARITO,2021,0,2,2005,2005,morena,1,HILDA ARACELY BROWN FIGUEREDO,Term-limited-p-won,LUIS FERNANDO SERRANO GARCIA,indep,0.101472031,0,1,1,0,,morena,incumbent out,la de la marcha imperial en 2do informe,
251,bc-19.005,PLAYAS DE ROSARITO,2024,0,2,2005,2005,pvem-morena-fxm,1,MARIA DEL ROCIO ADAME MUÑOZ,2027,LUIS FERNANDO SERRANO GARCIA,pri,0.194,,,,,,,,,
252,bc-19.006,SAN QUINTIN,2024,0,2,2006,2006,morena,1,MIRIAM ELIZABETH CANO NUÑEZ,2027,ALFREDO AVIÑA GALVAN,indep,0.05,,,,,,,,,
253,bc-19.007,SAN FELIPE,2024,0,2,2007,2007,morena,0,JOSE LUIS DAGNINO LOPEZ,2027,ADRIANA LOPEZ QUINTERO,pvem,0.0179,,,,,,,,,
258,bcs-11.001,COMONDU,2002,0,3,3001,3001,prd-pt,0,JAVIER GALLO REYNA,Term-limited-p-won,JUAN ADOLFO ORCI MARTINEZ,pri,0.025527597,0,0,0,,,incumbent out,incumbent out,,
259,bcs-12.001,COMONDU,2005,0,3,3001,3001,prd-conve,0,MARCOS ALBERTO COVARRUBIAS VILLASEÑOR,Term-limited-p-won,ISIDRO CAMARILLO ZAVALA,pri-pvem,0.073360161,0,0,0,,,incumbent out,incumbent out,,
260,bcs-13.001,COMONDU,2008,0,3,3001,3001,prd-pt-conve,0,JOEL VILLEGAS IBARRA,Term-limited-p-lost,JUAN MANUEL GARCIA DE JESUS,pan-pvem,0.170928541,0,0,0,,,incumbent out,incumbent out,,
261,bcs-14.001,COMONDU,2011,0,3,3001,3001,pan-prs,0,VENUSTIANO PEREZ SANCHEZ,Term-limited-p-won,JUAN ADOLFO ORCI MARTINEZ,prd-pt,0.276170734,0,0,0,,,incumbent out,incumbent out,,
262,bcs-15.001,COMONDU,2015,0,3,3001,3001,pan-prs,0,FRANCISCO PELAYO COVARRUBIAS,Out-p-lost,ENRIQUE RIOS CRUZ,pri-pvem,0.095337676,0,0,0,,,incumbent out,incumbent out,sought higher office,
263,bcs-16.001,COMONDU,2018,0,3,3001,3001,morena-pes,0,JOSE WALTER VALENZUELA ACOSTA,Out-p-won,ENRIQUE RIOS CRUZ,pri,0.092216178,0,0,0,,,incumbent out,incumbent out,,
264,bcs-17.001,COMONDU,2021,0,3,3001,3001,morena-pt,0,ILIANA GUADALUPE TALAMANTES HIGUERA,Out-p-won,ROBERTO PANTOJA CASTRO,fxm,0.042772201,0,,,,,incumbent out,2024,,
265,bcs-18.001,COMONDU,2024,0,3,3001,3001,morena-pt-pvem-pna,0,ROBERTO PANTOJA CASTRO,2027,MARELY HIGUERA ARCE,pan-pri-prd-ph-prs,0.3871,,,,,,,,,
270,bcs-11.002,MULEGE,2002,0,3,3002,3002,pri,0,MARCO ANTONIO NUÑEZ ROSAS,Term-limited-p-lost,PEDRO GRACIANO OSUNA LOPEZ,prd-pt,0.01754386,0,0,0,,,incumbent out,incumbent out,,
271,bcs-12.002,MULEGE,2005,0,3,3002,3002,prd-conve,0,PEDRO GRACIANO OSUNA LOPEZ,Term-limited-p-won,JUAN ANTONIO CESEÑA URIAS,pri-pvem,0.124205493,0,0,0,,,incumbent out,incumbent out,,
272,bcs-13.002,MULEGE,2008,0,3,3002,3002,prd-pt-conve,0,JOSE MANUEL MURILLO PERALTA,Term-limited-p-won,JUAN ANTONIO CESEÑA URIAS,pri-pmrps,0.053651619,0,0,0,,,incumbent out,incumbent out,,
273,bcs-14.002,MULEGE,2011,0,3,3002,3002,prd-pt,0,GUILLERMO SANTILLAN MEZA,Term-limited-p-lost,JOSE FELIPE PRADO BAUTISTA,pri-pvem,0.039216598,0,0,0,,,incumbent out,incumbent out,,
274,bcs-15.002,MULEGE,2015,0,3,3002,3002,pan-prs,1,CECILIA LOPEZ GONZALEZ,Out-p-lost,VIRIDIANA WARNER LOPEZ,pna,0.13348596,0,0,0,,,incumbent out,incumbent out,,
275,bcs-16.002,MULEGE,2018,0,3,3002,3002,pna,0,JOSE FELIPE PRADO BAUTISTA,Reran-beaten,EDITH AGUILAR VILLAVICENCIO,pan-prs-prd-ph,0.019726604,0,0,0,,,incumbent out,pna,,
276,bcs-17.002,MULEGE,2021,0,3,3002,3002,pan-pri-prd-ph-prs,1,EDITH AGUILAR VILLAVICENCIO,Reelected,LUZ DEL ROCIO SANCHEZ MARTINEZ,morena-pt,0.077637395,0,0,0,,,pna,2024,,
277,bcs-18.002,MULEGE,2024,0,3,3002,3002,pan-pri-prd-ph-prs,1,EDITH AGUILAR VILLAVICENCIO,Term-limited-2027,LIZET GRACIELA FUENTES LUGO,morena-pt-pvem-pna,0.0434,,,,,,,,,
282,bcs-11.003,PAZ--LA,2002,0,3,3003,3003,prd-pt,0,VICTOR MANUEL GULUARTE CASTRO,Term-limited-p-won,MANUEL SALVADOR SALGADO AMADOR,pvem,0.140998209,0,0,0,,,incumbent out,incumbent out,,
283,bcs-12.003,PAZ--LA,2005,0,3,3003,3003,prd-conve,0,VICTOR MANUEL CASTRO COSIO,Term-limited-p-won,MANUEL SALVADOR SALGADO AMADOR,pri-pvem,0.151707664,0,0,0,,,incumbent out,incumbent out,,
284,bcs-13.003,PAZ--LA,2008,0,3,3003,3003,prd-pt-conve,1,ROSA DELIA CATA MONTAÑO,Term-limited-p-lost,VICTOR MANUEL GULUARTE CASTRO,pna,0.085408536,0,0,0,,,incumbent out,incumbent out,,
285,bcs-14.003,PAZ--LA,2011,0,3,3003,3003,pri-pvem,1,ESTHELA DE JESUS PONCE BELTRAN,Term-limited-p-lost,HECTOR GUADALUPE IBARRA ESPINOZA,pan-prs,0.075238041,0,0,0,,,incumbent out,incumbent out,,
286,bcs-15.003,PAZ--LA,2015,0,3,3003,3003,pan-prs,0,ARMANDO MARTINEZ VEGA,Out-p-lost,AXXEL GONZALO SOTELO ESPINOZA DE LOS MONTEROS,pri-pvem-pna,0.130836815,0,0,0,,,incumbent out,incumbent out,,
287,bcs-16.003,PAZ--LA,2018,0,3,3003,3003,morena-pes,0,RUBEN GREGORIO MUÑOZ ALVAREZ,Out-p-won,MARCO ANTONIO ALMENDARIZ PUPPO,pan-prs-prd-ph,0.097418515,0,0,0,,,incumbent out,incumbent out,,
288,bcs-17.003,PAZ--LA,2021,0,3,3003,3003,morena-pt,1,MILENA PAOLA QUIROGA ROMERO,Reelected,RICARDO BARROSO AGRAMONT,pan-pri-prd-ph-prs,0.069479785,0,0,0,,,incumbent out,2024,,
289,bcs-18.003,PAZ--LA,2024,0,3,3003,3003,morena-pt-pvem-pna,1,MILENA PAOLA QUIROGA ROMERO,Term-limited-2027,JOSE RIGOBERTO MARES AGUILAR,pan-pri-prd-ph-prs,0.0817,,,,,,,,,
294,bcs-11.008,CABOS--LOS,2002,0,3,3008,3004,prd-pt,0,ULISES OMAR CESEÑA MONTAÑO,Term-limited-p-won,JUAN SEBASTIAN ROMO CARRILLO,pan,0.168453243,0,0,0,,,incumbent out,incumbent out,,
295,bcs-12.008,CABOS--LOS,2005,0,3,3008,3004,prd-conve,0,LUIS ARMANDO DIAZ,Term-limited-p-won,MIGUEL ANTONIO OLACHEA CARRILLO,pri-pvem,0.275762459,0,0,0,,,incumbent out,incumbent out,,
296,bcs-13.008,CABOS--LOS,2008,0,3,3008,3004,prd-pt-conve,0,OSCAR RENE NUÑEZ COSIO,Term-limited-p-won,ANGEL SALVADOR CESEÑA BURGOIN,pri-pvem,0.120658865,0,0,0,,,incumbent out,incumbent out,,
297,bcs-14.008,CABOS--LOS,2011,0,3,3008,3004,prd-pt,0,JOSE ANTONIO AGUNDEZ MONTAÑO,Term-limited-p-lost,ARTURO DE LA ROSA ESCALANTE,pan-prs,0.046166198,0,0,0,1,hermano de NARCISO AGUNDEZ MONTAÑO,incumbent out,incumbent out,,
298,bcs-15.008,CABOS--LOS,2015,0,3,3008,3004,pan-prs,0,ARTURO DE LA ROSA ESCALANTE,Reran-beaten,ALBERTO TREVIÑO ANGULO,prd-pt-mc,0.088906032,0,0,0,,,incumbent out,pan-prs-prd-ph,,
299,bcs-16.008,CABOS--LOS,2018,0,3,3008,3004,morena-pes,1,ARMINDA CASTRO GUZMAN,Out-p-won,VICTOR ERNESTO IBARRA MONTOYA,pt,0.088795791,0,0,0,,,pan-prs-prd-ph,incumbent out,,
300,bcs-17.008,CABOS--LOS,2021,0,3,3008,3004,morena-pt,0,OSCAR LEGGS CASTRO,Out-p-won,MARIA GUADALUPE SALDAÑA CISNEROS,pan-pri-prd-ph-prs,0.124107942,0,0,0,,,incumbent out,2024,,
301,bcs-18.008,CABOS--LOS,2024,0,3,3008,3004,morena-pt-pvem-pna,0,CHRISTIAN AGUNDEZ GOMEZ,2027,VICTOR ERNESTO IBARRA MONTOYA,pan-pri-prd-ph-prs,0.0976,,,,,,,,,
305,bcs-11.009,LORETO,2002,0,3,3009,3005,pan,0,HOMERO DAVIS CASTRO,Term-limited-p-won,FRANCISCO JAVIER YEE GONZALEZ,prd-pt,0.042908001,0,0,0,,,incumbent out,incumbent out,,
306,bcs-12.009,LORETO,2005,0,3,3009,3005,pan,0,RODOLFO DAVIS OSUNA,Term-limited-p-lost,JORGE ENRIQUE CANCINO VILLAVICENCIO,prd-conve,0.078108395,0,0,0,,,incumbent out,incumbent out,,
307,bcs-13.009,LORETO,2008,0,3,3009,3005,prd-pt-conve,0,YUAN YEE CUNNINGHAM,Term-limited-p-lost,SERVANDO DAVIS DAVIS,pna,0.311889373,0,0,0,,,incumbent out,incumbent out,,
308,bcs-14.009,LORETO,2011,0,3,3009,3005,pri-pvem,0,JORGE ALBERTO AVILES PEREZ,Term-limited-p-lost,RODOLDO DAVIS OSUNA,pan-prs,0.025718792,0,0,0,,,incumbent out,incumbent out,,
309,bcs-15.009,LORETO,2015,0,3,3009,3005,pan-prs,1,ARELY ARCE PERALTA,Reelected,MARIA MONTSERRAT CALLEROS ZATARAIN,pri-pvem-pna,0.243753809,0,0,0,,,incumbent out,pan-prs-prd-ph,,
310,bcs-16.009,LORETO,2018,0,3,3009,3005,pan-prs-prd-ph,1,ARELY ARCE PERALTA,Term-limited-p-won,PAZ DEL ALMA OCHOA AMADOR,pri,0.215226755,0,1,1,,,pan-prs-prd-ph,incumbent out,,
311,bcs-17.009,LORETO,2021,0,3,3009,3005,pan-pri-prd-ph-prs,1,PAOLA MARGARITA COTA DAVIS,Reran-beaten,EVARISTO ALFONSO SUSARREY AMADOR,morena-pt,0.171039095,0,0,0,,,incumbent out,2024,,
312,bcs-18.009,LORETO,2024,0,3,3009,3005,morena-pt-pvem-pna,1,PAZ DEL ALMA OCHOA AMADOR,2027,PAOLA MARGARITA COTA DAVIS,pan-pri-prd-ph-prs,0.073,,,,,,,,,
316,cam-11.001,CALKINI,2000,0,4,4001,4002,pri,1,SONIA JACQUELINE CUEVAS,Term-limited-p-lost,,pan,0.244207988,0,0,0,,,incumbent out,incumbent out,,
317,cam-12.001,CALKINI,2003,0,4,4001,4002,pan,1,MARTHA PATRICIA GARCIA,Term-limited-p-lost,,pri,0.013190317,0,0,0,,,incumbent out,incumbent out,,
318,cam-13.001,CALKINI,2006,0,4,4001,4002,pri,0,JORGE ANTONIO COCON COLLI,Term-limited-p-won,,pan,0.086039811,0,0,0,,,incumbent out,incumbent out,,
319,cam-14.001,CALKINI,2009,0,4,4001,4002,pri-pna,0,CARLOS EDUARDO SANGUINO CARRIL,Term-limited-p-won,,pan,0.024192606,0,0,0,,,incumbent out,incumbent out,,
320,cam-15.001,CALKINI,2012,0,4,4001,4002,pri-pvem,0,VICTOR HUGO BALTAZAR RODRIGUEZ,Term-limited-p-lost,,pan,0.341415211,0,0,0,,,incumbent out,incumbent out,,
321,cam-16.001,CALKINI,2015,0,4,4001,4002,morena,0,JOSE EMILIANO CANUL AKE,Out-p-lost,,pri-pvem,0.048764495,0,0,0,,,incumbent out,incumbent out,,
322,cam-17.001,CALKINI,2018,0,4,4001,4002,pri-pvem-pna,0,ROQUE JACINTO SANCHEZ GOLIB,Out-p-won,MARIA MARTINA KANTUN CAN,morena,0.180792558,0,0,0,,,incumbent out,incumbent out,,
323,cam-18.001,CALKINI,2021,0,4,4001,4002,pan-pri-prd,1,JUANITA DEL ROSARIO CORTES MOO,Out-p-lost,,mc,0.046751948,0,0,0,,,incumbent out,2024,,
324,cam-19.001,CALKINI,2024,0,4,4001,4002,mc,0,MILTON ULISES MILLAN ATOCHE,2027,CANDELARIA HUCHIN XOOL,pt-pvem-morena,,,,,,,,,,
328,cam-11.002,CAMPECHE,2000,0,4,4002,4001,pri,0,JORGE CARLOS HURTADO VALDEZ,Term-limited-p-won,,pan,0.124552228,0,0,0,,,incumbent out,incumbent out,,
329,cam-12.002,CAMPECHE,2003,0,4,4002,4001,pri,0,FERNANDO EUTIMIO ORTEGA BERNES,Term-limited-p-won,,pan,0.137105467,0,0,0,,,incumbent out,incumbent out,,
330,cam-13.002,CAMPECHE,2006,0,4,4002,4001,pri,0,CARLOS OZNEROL PACHECO CASTRO,Term-limited-p-lost,,pan,0.063019274,0,0,0,,,incumbent out,incumbent out,,
331,cam-14.002,CAMPECHE,2009,0,4,4002,4001,pan,0,CARLOS ERNESTO ROSADO RUELAS,Term-limited-p-lost,,pri-pna,0.093325263,0,0,0,,,incumbent out,incumbent out,,
332,cam-15.002,CAMPECHE,2012,0,4,4002,4001,pri-pvem,1,ANA MARIA ESCALANTE CASTILLO,Term-limited-p-won,HEBERTO BROWN CAMARA,pan,0.362801086,0,0,0,,,incumbent out,incumbent out,,
333,cam-16.002,CAMPECHE,2015,0,4,4002,4001,pri-pvem,0,EDGAR ROMAN HERNANDEZ HERNANDEZ,Out-p-lost,,pan,0.102781464,0,0,0,,,incumbent out,incumbent out,,
334,cam-17.002,CAMPECHE,2018,0,4,4002,4001,pan-mc,0,ELISEO FERNANDEZ MONTUFAR,Out-p-won,CLAUDIO CETINA GOMEZ,pri-pvem-pna,0.262353921,0,0,0,,,incumbent out,incumbent out,,
335,cam-18.002,CAMPECHE,2021,0,4,4002,4001,mc,1,BIBY CARMEN RABELO DE LA TORRE,Reelected,,morena,0.087234873,0,0,0,,,incumbent out,2024,,
336,cam-19.002,CAMPECHE,2024,0,4,4002,4001,mc,1,BIBY CARMEN RABELO DE LA TORRE,Term-limited-2027,JAMILE MOGUEL COYOC,pt-pvem-morena,,,,,,,,,,
340,cam-11.003,CARMEN,2000,0,4,4003,4003,pan,0,SEBASTIAN CALDERON CENTENO,Term-limited-p-won,,pri,0.103337987,0,0,0,,,incumbent out,incumbent out,,
341,cam-12.003,CARMEN,2003,0,4,4003,4003,pan,0,JORGE ROSIÑOL ABREU,Term-limited-p-won,,pri,0.017671047,0,0,0,,,incumbent out,incumbent out,,
342,cam-13.003,CARMEN,2006,0,4,4003,4003,pan,0,JOSE IGNACIO SEARA SIERRA,Term-limited-p-lost,,pri,0.024646418,0,0,0,,,incumbent out,incumbent out,,
343,cam-14.003,CARMEN,2009,0,4,4003,4003,pri-pna,1,ARACELY ESCALANTE JASSO,Term-limited-p-won,,pan,0.086611624,0,0,0,,,incumbent out,incumbent out,,
344,cam-15.003,CARMEN,2012,0,4,4003,4003,pri-pvem,0,ENRIQUE IVAN GONZALEZ LOPEZ,Term-limited-p-lost,,pan,0.061684786,0,0,0,,,incumbent out,incumbent out,,
345,cam-16.003,CARMEN,2015,0,4,4003,4003,pan,0,PABLO GUTIERREZ LAZARUS,Reran-beaten,,pri-pvem,0.116600218,0,0,0,,,incumbent out,pan,,
346,cam-17.003,CARMEN,2018,0,4,4003,4003,pri-pvem-pna,0,OSCAR ROMAN ROSAS GONZALEZ ,Reran-beaten,PABLO GUTIERREZ LAZARUS,pan-mc,0.001701612,0,0,0,,,pan,pan-pri-prd,candidato morena gtz lazarus fue alcalde 2015,
347,cam-18.003,CARMEN,2021,0,4,4003,4003,morena,0,PABLO GUTIERREZ LAZARUS,Reelected,OSCAR ROMAN ROSAS GONZALEZ ,pan-pri-prd,0.156624339,0,1,1,,,pan-pri-prd,2024,,
348,cam-19.003,CARMEN,2024,0,4,4003,4003,pt-pvem-morena,0,PABLO GUTIERREZ LAZARUS,Term-limited-2027,HUGO ALBERTO JUAREZ LARA,mc,,,,,,,,,,
352,cam-11.004,CHAMPOTON,2000,0,4,4004,4004,pri,0,HERCULANO ANGULO VILLACIS,Term-limited-p-lost,,prd,0.387077098,0,0,0,,,incumbent out,incumbent out,,
353,cam-12.004,CHAMPOTON,2003,0,4,4004,4004,pan,0,JORGE ENRIQUE CASTRO SANDOVAL,Term-limited-p-lost,,pri,0.040676827,0,0,0,,,incumbent out,incumbent out,,
354,cam-13.004,CHAMPOTON,2006,0,4,4004,4004,pri,0,MARIO LUIS GARCIA ORTEGON,Term-limited-p-won,,pan,0.026623886,0,0,0,,,incumbent out,incumbent out,,
355,cam-14.004,CHAMPOTON,2009,0,4,4004,4004,pri-pna,0,XICOTENCATL GONZALEZ HERNANDEZ,Term-limited-p-won,,pan,0.039299081,0,0,0,,,incumbent out,incumbent out,,
356,cam-15.004,CHAMPOTON,2012,0,4,4004,4004,pri-pvem,0,JOSE LUIS ARJONA ROSADO,Term-limited-p-won,,pan,0.155799497,0,0,0,,,incumbent out,incumbent out,,
357,cam-16.004,CHAMPOTON,2015,0,4,4004,4004,pri-pvem,0,RAUL ARMANDO URIBE HAYDAR,Out-p-won,,pan,0.239519542,0,0,0,,,incumbent out,incumbent out,,
358,cam-17.004,CHAMPOTON,2018,0,4,4004,4004,pri-pvem-pna,0,DANIEL MARTIN LEON CRUZ,Out-p-lost,MANUEL ENRIQUE NAVARRO VAZQUEZ,morena,0.055457452,0,0,0,,,incumbent out,incumbent out,,
359,cam-18.004,CHAMPOTON,2021,0,4,4004,4004,morena,1,CLAUDETH SARRICOLEA CASTILLEJO,Reelected,,pan-pri-prd,0.014818313,0,0,0,,,incumbent out,2024,,
360,cam-19.004,CHAMPOTON,2024,0,4,4004,4004,pt-pvem-morena,1,CLAUDETH SARRICOLEA CASTILLEJO,Term-limited-2027,MARIBEL VALDEZ VARGAS,mc,,,,,,,,,,
364,cam-11.005,HECELCHAKAN,2000,0,4,4005,4005,pri,0,JOSE DOLORES BRITO PECH,Term-limited-p-lost,,pan,0.393984515,0,0,0,,,incumbent out,incumbent out,,
365,cam-12.005,HECELCHAKAN,2003,0,4,4005,4005,pan,0,MARCO ANTONIO AKE CHI,Term-limited-p-lost,,pri,0.012702388,0,0,0,,,incumbent out,incumbent out,,
366,cam-13.005,HECELCHAKAN,2006,0,4,4005,4005,pri,0,JOSE LUIS MONTERO ROSADO,Term-limited-p-lost,,pna,0.024026643,0,0,0,,,incumbent out,incumbent out,,
367,cam-14.005,HECELCHAKAN,2009,0,4,4005,4005,pan,0,MODESTO ARCANGEL PECH UITZ,Term-limited-p-lost,,pri-pna,0.069009404,0,0,0,,,incumbent out,incumbent out,,
368,cam-15.005,HECELCHAKAN,2012,0,4,4005,4005,pri-pvem,0,FERNANDO ANTONIO NAHUM SLEME LAVADORES,Term-limited-p-lost,,pan,0.000786627,0,0,0,,,incumbent out,incumbent out,,
369,cam-16.005,HECELCHAKAN,2015,0,4,4005,4005,pan,0,MODESTO ARCANGEL PECH UITZ,Out-p-lost,,pes,0.154789792,0,1,1,,,incumbent out,incumbent out,,
370,cam-17.005,HECELCHAKAN,2018,0,4,4005,4005,pes,0,JOSE DOLORES BRITO PECH,Reelected-dif-p,JOSE CEVASTIAN YAM POOT,pan-mc,0.030777967,0,1,1,,,incumbent out,pri,reran as pri and won,
371,cam-18.005,HECELCHAKAN,2021,0,4,4005,4005,pan-pri-prd,0,JOSE DOLORES BRITO PECH,Term-limited-p-lost,JOSE CEVASTIAN YAM POOT,mc,0.001808424,0,1,1,,,pri,incumbent out,,
372,cam-19.005,HECELCHAKAN,2024,0,4,4005,4005,mc,0,JOSE CEVASTIAN YAM POT,2027,ESTEBAN ROMAN YAM CAUICH,pt-pvem-morena,,,,,,,,,,
376,cam-11.006,HOPELCHEN,2000,0,4,4006,4006,pri,0,JORGE LARA LOPEZ,Term-limited-p-lost,,pan,0.245946438,0,0,0,,,incumbent out,incumbent out,,
377,cam-12.006,HOPELCHEN,2003,0,4,4006,4006,pan,1,NIDIA MILDRED YEH PANTI,Term-limited-p-lost,,pri,0.017585191,0,0,0,,,incumbent out,incumbent out,,
378,cam-13.006,HOPELCHEN,2006,0,4,4006,4006,pri,0,JULIO ALBERTO SANSORES SANSORES,Term-limited-p-lost,,pan,0.034057368,0,0,0,,,incumbent out,incumbent out,,
379,cam-14.006,HOPELCHEN,2009,0,4,4006,4006,pan,0,HEBERT RAFAEL INFANTE YE,Term-limited-p-lost,,pri-pna,0.214607868,0,0,0,,,incumbent out,incumbent out,,
380,cam-15.006,HOPELCHEN,2012,0,4,4006,4006,pri-pvem,0,ALONSO JULIAN PACHECO UCAN,Term-limited-p-won,,pan,0.078372719,0,0,0,,,incumbent out,incumbent out,,
381,cam-16.006,HOPELCHEN,2015,0,4,4006,4006,pri-pvem,0,JOSE IGNACIO ESPAÑA NOVELO,Out-p-won,,pan,0.040582387,0,0,0,,,incumbent out,incumbent out,,
382,cam-17.006,HOPELCHEN,2018,0,4,4006,4006,pri-pvem-pna,1,SANDY ARELY BAAS CAUICH,Out-p-won,ADRIANA NOVELO RIVERO,pan-mc,0.237216712,0,0,0,,,incumbent out,incumbent out,,
383,cam-18.006,HOPELCHEN,2021,0,4,4006,4006,pan-pri-prd,0,EMILIO LARA CALDERON,Out-p-won,,morena,0.18525529,0,0,0,,,incumbent out,2024,,
384,cam-19.006,HOPELCHEN,2024,0,4,4006,4006,pri-prd,0,HIRAM ARANDA CALDERON,2027,DIANA CONSUELO CAMPOS,pt-pvem-morena,,,,,,,,,,
388,cam-11.007,PALIZADA,2000,0,4,4007,4007,pri,0,JAVIER ZAVALA BALLONA,Term-limited-p-won,,prd,0.092614303,0,0,0,,,incumbent out,incumbent out,,
389,cam-12.007,PALIZADA,2003,0,4,4007,4007,pri,0,DEYRO CAMARA DAMAS,Term-limited-p-lost,,conve,0.012553495,0,0,0,,,incumbent out,incumbent out,,
390,cam-13.007,PALIZADA,2006,0,4,4007,4007,prd-pt-conve,0,LUIS AYALA MENDEZ,Term-limited-p-lost,,pri,0.085128744,0,0,0,,,incumbent out,incumbent out,,
